Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
3,h,940000.0,S,5.9,3.0,1.0,2.0,298.0,108.0,1920.0,-37.7777,144.9195
2,u,467000.0,SP,5.9,2.0,1.0,1.0,0.0,62.0,1980.0,-37.7761,144.9201
3,h,1380000.0,SP,5.9,3.0,2.0,2.0,277.0,174.0,1910.0,-37.7777,144.9221
2,u,490000.0,VB,5.9,2.0,1.0,1.0,423.0,62.0,1970.0,-37.7736,144.9015
4,h,1850000.0,S,5.9,4.0,3.0,1.0,478.0,270.0,1900.0,-37.7729,144.9179
3,h,1284000.0,S,5.9,3.0,1.0,2.0,623.0,,1938.0,-37.7758,144.9089
3,h,971000.0,SP,5.9,3.0,2.0,2.0,285.0,128.0,1900.0,-37.775,144.9091
2,h,710000.0,PI,5.9,2.0,1.0,1.0,214.0,77.0,1890.0,-37.7776,144.9142
6,h,2425000.0,PI,5.9,6.0,3.0,2.0,1014.0,435.0,1887.0,-37.7721,144.9184
2,h,750000.0,SP,5.9,2.0,1.0,1.0,226.0,92.0,1920.0,-37.7745,144.9093
2,h,1053000.0,S,5.9,2.0,1.0,1.0,269.0,109.0,1900.0,-37.7748,144.929
3,h,1377000.0,S,5.9,3.0,1.0,1.0,417.0,168.0,1900.0,-37.7756,144.9208
3,h,970000.0,S,5.9,3.0,1.0,2.0,350.0,125.0,1904.0,-37.7759,144.91
2,h,940000.0,S,5.9,2.0,1.0,1.0,330.0,,,-37.773,144.9049
2,h,751000.0,PI,5.9,2.0,1.0,1.0,118.0,79.0,1890.0,-37.7807,144.9288
2,h,950000.0,SP,5.9,2.0,1.0,1.0,173.0,102.0,1900.0,-37.7731,144.9206
2,u,685000.0,S,5.9,2.0,1.0,2.0,228.0,90.0,1995.0,-37.7718,144.9066
3,h,1230000.0,S,5.9,4.0,1.0,2.0,594.0,148.0,1960.0,-37.7819,144.9064
2,h,636500.0,S,5.9,2.0,1.0,1.0,0.0,,,-37.7738,144.9345
3,h,910000.0,S,5.9,3.0,1.0,0.0,317.0,,,-37.7746,144.9112
2,h,770000.0,PI,5.9,2.0,1.0,1.0,226.0,87.0,1900.0,-37.7774,144.9186
3,h,960000.0,S,5.9,3.0,2.0,2.0,229.0,,2011.0,-37.7778,144.9065
4,h,890000.0,SP,5.9,4.0,1.0,1.0,300.0,185.0,1890.0,-37.7766,144.9143
2,h,965000.0,S,5.9,2.0,1.0,1.0,170.0,,,-37.7732,144.9206
3,h,1440000.0,S,5.9,3.0,1.0,1.0,487.0,131.0,1900.0,-37.7725,144.9146
2,h,955000.0,S,5.9,2.0,1.0,0.0,255.0,,,-37.7825,144.9208
2,u,450000.0,VB,5.9,2.0,1.0,1.0,0.0,,2010.0,-37.7731,144.9074
3,h,801000.0,S,5.9,3.0,1.0,2.0,431.0,,1950.0,-37.781,144.9207
3,h,1000000.0,PI,5.9,3.0,2.0,2.0,440.0,120.0,1955.0,-37.7746,144.9031
3,h,1435000.0,S,5.9,3.0,2.0,2.0,532.0,147.0,1950.0,-37.7737,144.904
1,u,390000.0,S,5.9,1.0,1.0,1.0,0.0,58.0,1972.0,-37.7723,144.9094
3,h,1425000.0,PI,5.9,3.0,2.0,2.0,495.0,139.0,1920.0,-37.7821,144.9055
4,h,1340000.0,S,5.9,3.0,2.0,2.0,683.0,232.0,1978.0,-37.775,144.93200000000004
3,h,955000.0,S,5.9,3.0,1.0,1.0,263.0,117.0,1910.0,-37.7753,144.9116
4,h,1100000.0,VB,5.9,4.0,2.0,5.0,559.0,195.0,1920.0,-37.7791,144.9136
3,h,1255000.0,S,5.9,3.0,2.0,2.0,308.0,,,-37.7759,144.9338
2,u,432000.0,S,5.9,2.0,1.0,1.0,0.0,62.0,1978.0,-37.773,144.9303
4,h,1640000.0,S,5.9,4.0,3.0,2.0,562.0,204.0,1890.0,-37.782,144.903
6,h,1430000.0,S,5.9,4.0,2.0,1.0,461.0,286.0,1900.0,-37.78,144.9295
2,u,610000.0,SP,5.9,2.0,1.0,1.0,301.0,104.0,1995.0,-37.7791,144.914
3,h,940000.0,S,5.9,3.0,3.0,1.0,491.0,127.0,1950.0,-37.7727,144.9136
3,h,890000.0,SP,5.9,3.0,1.0,1.0,242.0,110.0,1920.0,-37.7765,144.9114
3,h,1180000.0,SP,5.9,3.0,2.0,2.0,617.0,149.0,1930.0,-37.7742,144.906
4,h,1480000.0,S,5.9,4.0,2.0,2.0,597.0,180.0,1939.0,-37.7757,144.9088
2,h,1150000.0,S,5.9,2.0,1.0,1.0,387.0,,,-37.7734,144.9191
3,h,1350000.0,S,5.9,3.0,1.0,3.0,575.0,,,-37.7828,144.9049
5,h,1905000.0,S,5.9,5.0,2.0,2.0,521.0,,,-37.7778,144.9261
2,t,865000.0,SP,5.9,2.0,2.0,1.0,146.0,132.0,2015.0,-37.7713,144.9038
2,t,705000.0,S,5.9,2.0,2.0,1.0,113.0,,1998.0,-37.7712,144.9088
2,u,442000.0,S,5.9,2.0,1.0,1.0,0.0,62.0,1975.0,-37.7733,144.9219
2,u,540000.0,S,5.9,2.0,2.0,1.0,0.0,,,-37.7786,144.9141
3,h,1037500.0,S,5.9,3.0,1.0,2.0,506.0,110.0,1920.0,-37.7779,144.9133
3,t,1050000.0,S,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,-37.7744,144.9035
2,u,440000.0,S,5.9,2.0,1.0,1.0,0.0,65.0,1970.0,-37.7749,144.9137
2,h,1010000.0,S,5.9,2.0,1.0,1.0,325.0,,,-37.7722,144.9117
4,h,1430000.0,S,5.9,4.0,2.0,0.0,418.0,158.0,1900.0,-37.7766,144.9187
2,u,570000.0,VB,5.9,2.0,1.0,1.0,0.0,,,-37.7779,144.9137
2,u,690000.0,S,5.9,2.0,1.0,1.0,0.0,,,-37.7728,144.9169
3,h,1291000.0,S,5.9,3.0,1.0,2.0,414.0,,,-37.7766,144.9185
3,h,1130000.0,S,5.9,3.0,2.0,1.0,272.0,157.0,1900.0,-37.7774,144.928
3,h,1135000.0,S,5.9,3.0,1.0,1.0,296.0,104.0,1910.0,-37.777,144.9176
4,h,950000.0,PI,5.9,4.0,2.0,1.0,298.0,147.0,1920.0,-37.7778,144.9131
3,u,790000.0,PI,5.9,3.0,2.0,1.0,0.0,148.0,,-37.7722,144.9163
2,u,390000.0,PI,5.9,2.0,1.0,1.0,1957.0,69.0,2012.0,-37.7731,144.9074
4,h,1345000.0,S,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,-37.7769,144.9138
3,h,1381500.0,S,5.9,3.0,2.0,2.0,416.0,168.0,1900.0,-37.7727,144.9055
3,h,940000.0,S,5.9,3.0,2.0,2.0,285.0,172.0,2011.0,-37.7778,144.9061
3,h,995000.0,S,5.9,3.0,2.0,1.0,314.0,177.0,2010.0,-37.7778,144.9042
3,h,1050000.0,SP,5.9,3.0,1.0,3.0,536.0,,,-37.7728,144.9076
3,h,786000.0,S,5.9,3.0,2.0,1.0,576.0,120.0,1940.0,-37.7816,144.9217
2,h,705000.0,PI,5.9,2.0,1.0,3.0,252.0,108.0,1910.0,-37.7825,144.9206
2,h,760000.0,PI,5.9,2.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285
3,u,487500.0,S,5.9,3.0,1.0,3.0,0.0,,1972.0,-37.7723,144.9094
3,t,1000000.0,S,5.9,3.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277
4,h,1110000.0,PI,5.9,4.0,2.0,1.0,349.0,,1920.0,-37.7775,144.91299999999995
4,h,1300000.0,PI,5.9,4.0,1.0,4.0,664.0,,,-37.7765,144.9132
3,h,1060000.0,PI,5.9,3.0,1.0,1.0,555.0,,,-37.7767,144.9125
3,h,1410000.0,PI,5.9,3.0,2.0,2.0,459.0,,,-37.7767,144.9124
3,h,1305000.0,S,5.9,2.0,1.0,1.0,278.0,166.0,1900.0,-37.7768,144.9223
3,h,932500.0,S,5.9,3.0,2.0,1.0,254.0,,,-37.7738,144.9215
3,h,965000.0,S,5.9,3.0,1.0,0.0,216.0,,,-37.7792,144.9297
3,h,1215000.0,S,5.9,3.0,1.0,1.0,452.0,175.0,1960.0,-37.7762,144.9174
2,u,545000.0,S,5.9,2.0,1.0,2.0,194.0,71.0,1900.0,-37.7772,144.9118
4,h,1705000.0,S,5.9,4.0,2.0,4.0,598.0,273.0,2012.0,-37.7774,144.9104
3,h,970000.0,S,5.9,2.0,1.0,1.0,194.0,,,-37.7756,144.921
2,h,925000.0,S,5.9,2.0,1.0,1.0,407.0,,,-37.7756,144.9105
4,h,2650000.0,S,11.0,4.0,3.0,2.0,753.0,399.0,2015.0,-37.8669,145.0767
3,h,1670000.0,S,11.0,3.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688
3,t,955000.0,S,11.0,3.0,2.0,2.0,203.0,,,-37.8655,145.0807
3,t,2050000.0,S,11.0,3.0,3.0,4.0,310.0,315.0,2014.0,-37.874,145.0714
2,u,500000.0,VB,11.0,2.0,1.0,1.0,710.0,,2010.0,-37.8636,145.0794
2,h,1575000.0,S,11.0,2.0,1.0,2.0,679.0,,,-37.869,145.0822
3,h,1555000.0,S,11.0,3.0,2.0,2.0,731.0,149.0,1935.0,-37.8666,145.0676
3,h,1100000.0,PI,11.0,3.0,3.0,2.0,276.0,178.0,2004.0,-37.8699,145.0778
3,h,1337000.0,S,11.0,3.0,1.0,2.0,583.0,112.0,1950.0,-37.8685,145.0786
8,h,2950000.0,S,11.0,9.0,7.0,4.0,1472.0,618.0,2009.0,-37.8729,145.0788
4,h,2215000.0,SP,11.0,4.0,2.0,1.0,681.0,,1940.0,-37.8612,145.0858
3,h,1518000.0,S,11.0,3.0,2.0,2.0,516.0,145.0,1920.0,-37.8675,145.0668
3,h,1710000.0,S,11.0,3.0,1.0,2.0,806.0,101.0,1950.0,-37.8695,145.084
3,h,1655000.0,S,11.0,3.0,1.0,3.0,780.0,152.0,1940.0,-37.8599,145.0815
4,h,1550000.0,VB,11.0,4.0,2.0,2.0,780.0,180.0,1938.0,-37.86,145.0817
3,h,1662000.0,S,11.0,3.0,2.0,2.0,351.0,228.0,2006.0,-37.8742,145.07
3,h,1665000.0,S,11.0,3.0,2.0,3.0,702.0,145.0,1945.0,-37.8737,145.0695
2,h,1445000.0,S,11.0,2.0,1.0,2.0,704.0,,,-37.8745,145.0738
5,h,3510000.0,S,11.0,5.0,5.0,2.0,755.0,444.0,2015.0,-37.8598,145.0796
3,t,968000.0,S,11.0,3.0,1.0,1.0,227.0,,,-37.8709,145.0857
3,t,900000.0,S,11.0,3.0,2.0,2.0,153.0,110.0,1990.0,-37.8655,145.0808
3,h,1500000.0,S,11.0,3.0,1.0,2.0,545.0,,,-37.8605,145.0833
5,h,2752000.0,S,11.0,6.0,4.0,2.0,1075.0,390.0,2010.0,-37.8714,145.07299999999995
3,h,1500000.0,VB,11.0,3.0,2.0,2.0,710.0,139.0,1945.0,-37.8653,145.0897
4,h,1800000.0,S,11.0,4.0,2.0,4.0,749.0,206.0,1950.0,-37.8669,145.077
3,h,1830000.0,S,11.0,3.0,2.0,3.0,724.0,168.0,1940.0,-37.8619,145.0879
3,h,1415000.0,S,11.0,3.0,1.0,1.0,605.0,111.0,1950.0,-37.8703,145.0774
2,h,1440000.0,PI,11.0,2.0,1.0,1.0,687.0,104.0,1940.0,-37.872,145.0692
4,t,1250000.0,VB,11.0,4.0,2.0,2.0,321.0,199.0,2007.0,-37.8693,145.08
3,h,1422000.0,S,11.0,3.0,1.0,2.0,583.0,,,-37.8679,145.0781
5,h,1600000.0,S,11.0,5.0,3.0,4.0,700.0,266.0,1950.0,-37.8724,145.0758
4,h,1860000.0,S,11.0,4.0,2.0,3.0,696.0,274.0,2000.0,-37.8711,145.0746
3,t,1710000.0,S,11.0,3.0,2.0,2.0,295.0,,1990.0,-37.8624,145.0798
4,h,1790000.0,PI,11.0,4.0,2.0,2.0,514.0,240.0,1935.0,-37.8664,145.0772
4,h,1950000.0,S,11.0,4.0,2.0,2.0,844.0,278.0,1940.0,-37.8715,145.0688
3,h,1600000.0,S,11.0,3.0,1.0,2.0,637.0,,,-37.8645,145.0797
3,h,1320000.0,PI,11.0,3.0,1.0,2.0,1063.0,,,-37.8752,145.0754
3,h,1650000.0,S,11.0,3.0,1.0,1.0,697.0,164.0,1947.0,-37.8636,145.0903
2,h,995000.0,S,12.2,2.0,1.0,1.0,583.0,,1950.0,-37.8693,145.1082
3,h,1250000.0,S,12.2,3.0,1.0,1.0,842.0,,,-37.867,145.1092
3,u,1045000.0,S,12.2,3.0,2.0,2.0,467.0,,,-37.8639,145.0968
4,h,1200000.0,SP,12.2,4.0,3.0,2.0,372.0,201.0,2016.0,-37.8716,145.0999
2,h,1075000.0,VB,12.2,2.0,1.0,2.0,695.0,114.0,1950.0,-37.8694,145.0944
4,h,1500000.0,S,12.2,2.0,2.0,2.0,621.0,203.0,2000.0,-37.8647,145.1023
3,h,1120000.0,S,12.2,3.0,1.0,2.0,723.0,,,-37.8642,145.1109
2,t,700000.0,S,12.2,2.0,1.0,2.0,367.0,110.0,1970.0,-37.8662,145.109
3,h,761000.0,PI,12.2,3.0,2.0,4.0,400.0,94.0,1950.0,-37.8675,145.106
4,h,1270000.0,SP,12.2,4.0,2.0,1.0,724.0,,,-37.8651,145.1109
4,h,1510000.0,S,12.2,4.0,2.0,2.0,526.0,,,-37.8661,145.1013
3,h,1365000.0,S,12.2,3.0,1.0,1.0,792.0,792.0,1950.0,-37.864,145.0972
4,h,1100000.0,VB,12.2,3.0,2.0,2.0,803.0,152.0,1970.0,-37.8621,145.1126
4,h,1415000.0,S,12.2,4.0,3.0,2.0,724.0,,,-37.8651,145.1107
2,u,690000.0,S,12.2,2.0,1.0,1.0,216.0,90.0,2003.0,-37.8711,145.1017
3,h,1631000.0,S,12.2,3.0,2.0,3.0,782.0,215.0,1950.0,-37.8621,145.1021
4,h,1500000.0,S,12.2,4.0,2.0,1.0,593.0,255.0,1930.0,-37.8655,145.096
3,h,1060000.0,S,12.2,2.0,1.0,2.0,772.0,,,-37.8707,145.1036
5,h,1529500.0,S,12.2,5.0,3.0,2.0,585.0,317.0,2000.0,-37.8637,145.1024
2,u,600000.0,S,12.2,2.0,1.0,1.0,153.0,80.0,1970.0,-37.8696,145.0962
2,u,535000.0,S,12.2,2.0,1.0,1.0,72.0,,,-37.8702,145.1042
3,h,785000.0,S,12.2,3.0,1.0,1.0,557.0,,1960.0,-37.8671,145.1117
4,h,1240000.0,S,12.2,4.0,2.0,2.0,766.0,192.0,1950.0,-37.8629,145.1097
2,u,700000.0,S,12.2,2.0,1.0,2.0,192.0,88.0,2007.0,-37.8709,145.102
4,h,1350000.0,S,12.2,4.0,2.0,1.0,727.0,,,-37.8669,145.1106
2,h,1110000.0,S,12.2,2.0,1.0,1.0,586.0,86.0,1950.0,-37.8683,145.1082
3,h,1305000.0,S,12.2,3.0,1.0,1.0,760.0,120.0,1960.0,-37.858,145.1038
3,h,855000.0,S,12.2,3.0,2.0,1.0,320.0,85.0,1958.0,-37.87,145.1103
3,t,900500.0,S,12.2,3.0,2.0,2.0,256.0,134.0,2012.0,-37.8655,145.1096
3,h,1200000.0,VB,12.2,3.0,2.0,2.0,839.0,198.0,1970.0,-37.8614,145.1098
3,t,830000.0,S,12.2,2.0,1.0,2.0,212.0,130.0,2012.0,-37.8723,145.1089
3,h,850000.0,S,10.5,3.0,1.0,1.0,593.0,118.0,1970.0,-37.7677,144.8674
3,h,750000.0,SP,10.5,3.0,1.0,1.0,0.0,103.0,1980.0,-37.7634,144.8611
3,t,851000.0,S,10.5,3.0,3.0,1.0,557.0,181.0,2017.0,-37.77,144.8572
3,h,848000.0,S,10.5,3.0,1.0,2.0,542.0,,,-37.7706,144.8629
4,h,806000.0,S,10.5,4.0,2.0,1.0,350.0,,2008.0,-37.7676,144.859
4,h,1155000.0,S,10.5,3.0,2.0,2.0,569.0,225.0,2008.0,-37.7654,144.8655
3,h,670000.0,VB,10.5,3.0,2.0,2.0,671.0,,,-37.7593,144.871
4,h,1200000.0,S,10.5,4.0,5.0,4.0,673.0,,,-37.7545,144.8736
3,h,636000.0,S,10.5,2.0,1.0,2.0,571.0,,,-37.7605,144.8581
3,h,680000.0,S,10.5,3.0,1.0,2.0,570.0,120.0,1970.0,-37.7591,144.8542
4,h,1160000.0,S,10.5,4.0,3.0,2.0,789.0,,,-37.7537,144.8729
3,h,750000.0,S,10.5,3.0,1.0,1.0,529.0,,,-37.7721,144.8576
3,h,627500.0,SP,10.5,3.0,1.0,1.0,550.0,143.0,1970.0,-37.7632,144.8622
3,t,880000.0,S,10.5,3.0,2.0,2.0,339.0,,,-37.7519,144.8534
4,h,950000.0,S,10.5,4.0,3.0,3.0,761.0,281.0,1970.0,-37.7524,144.8714
4,h,1600000.0,PI,10.5,4.0,3.0,3.0,1801.0,,,-37.7532,144.8766
2,t,585000.0,S,10.5,2.0,1.0,1.0,136.0,,2012.0,-37.7623,144.8613
3,h,650000.0,SP,10.5,3.0,1.0,3.0,574.0,,,-37.7627,144.857
3,h,725000.0,SP,10.5,3.0,1.0,4.0,606.0,,,-37.752,144.85399999999996
3,u,665000.0,S,10.5,3.0,2.0,1.0,289.0,,,-37.7644,144.8657
3,h,560500.0,S,10.5,3.0,1.0,1.0,177.0,,,-37.7664,144.8583
3,h,615000.0,SP,10.5,3.0,1.0,2.0,649.0,,,-37.758,144.86
3,h,845000.0,S,10.5,3.0,1.0,3.0,704.0,,,-37.7681,144.8592
3,h,585000.0,SA,10.5,3.0,1.0,2.0,322.0,,,-37.7686,144.8576
2,u,440000.0,S,10.5,2.0,1.0,1.0,263.0,,1999.0,-37.7697,144.8657
3,h,850000.0,S,10.5,3.0,1.0,2.0,766.0,149.0,,-37.7522,144.8518
5,h,850000.0,SP,10.5,5.0,2.0,4.0,574.0,,,-37.7639,144.8615
3,h,705000.0,S,10.5,3.0,1.0,1.0,581.0,106.0,1960.0,-37.7691,144.8575
4,h,1100000.0,VB,10.5,4.0,3.0,2.0,873.0,395.0,1992.0,-37.7609,144.8639
3,h,892500.0,S,10.5,3.0,1.0,1.0,586.0,118.0,1965.0,-37.7642,144.8603
3,h,695000.0,S,10.5,3.0,1.0,2.0,588.0,,,-37.771,144.8586
2,h,522500.0,S,10.5,2.0,1.0,1.0,220.0,101.0,1995.0,-37.756,144.8641
4,h,680000.0,PI,10.5,4.0,2.0,2.0,554.0,140.0,1960.0,-37.7649,144.8633
3,u,500000.0,S,10.5,3.0,1.0,1.0,260.0,,1990.0,-37.7507,144.8576
2,t,550000.0,SP,10.5,2.0,1.0,2.0,158.0,,1993.0,-37.7592,144.8681
3,h,730000.0,S,10.5,3.0,2.0,2.0,705.0,,,-37.766,144.8596
3,h,875000.0,S,10.5,3.0,1.0,3.0,812.0,117.0,1960.0,-37.765,144.8578
3,h,850000.0,SP,10.5,3.0,2.0,8.0,585.0,,,-37.751,144.8571
3,h,635000.0,SP,10.5,3.0,1.0,1.0,597.0,,,-37.7568,144.8572
4,h,762000.0,S,10.5,4.0,2.0,2.0,589.0,150.0,1961.0,-37.7573,144.8534
2,u,411000.0,PI,10.5,2.0,1.0,1.0,0.0,85.0,1995.0,-37.7608,144.863
4,h,790000.0,S,10.5,4.0,2.0,2.0,570.0,,,-37.7513,144.859
4,h,605000.0,S,10.5,4.0,1.0,0.0,569.0,,,-37.7563,144.8601
3,h,805000.0,S,10.5,3.0,2.0,2.0,593.0,103.0,1970.0,-37.7607,144.8581
4,h,890000.0,S,10.5,4.0,2.0,4.0,585.0,,1960.0,-37.757,144.8566
3,h,795000.0,S,10.5,3.0,1.0,1.0,549.0,,,-37.7644,144.8575
3,h,634000.0,S,10.5,4.0,2.0,1.0,582.0,153.0,1950.0,-37.7584,144.8568
3,h,642000.0,SP,10.5,3.0,1.0,1.0,590.0,,1960.0,-37.7567,144.8572
3,h,863000.0,S,10.5,3.0,2.0,3.0,638.0,,,-37.7546,144.8585
3,h,740000.0,SP,10.5,3.0,1.0,2.0,607.0,,,-37.7546,144.857
4,h,1819000.0,S,6.6,3.0,2.0,1.0,244.0,180.0,1900.0,-37.8668,144.9928
2,u,410000.0,PI,6.6,2.0,1.0,2.0,0.0,61.0,1965.0,-37.8731,144.9958
1,u,280000.0,VB,6.6,1.0,1.0,1.0,0.0,,,-37.8733,144.997
2,t,1015000.0,S,6.6,2.0,1.0,2.0,114.0,120.0,2000.0,-37.8723,144.9961
2,u,502500.0,S,6.6,2.0,1.0,1.0,0.0,65.0,1960.0,-37.8725,144.9952
2,u,520000.0,S,6.6,2.0,1.0,0.0,0.0,58.0,1970.0,-37.8742,144.9972
2,u,442000.0,SP,6.6,2.0,1.0,1.0,0.0,61.0,1960.0,-37.8726,144.9962
3,h,1193000.0,S,6.6,3.0,1.0,1.0,178.0,100.0,1920.0,-37.8663,144.9948
2,u,416000.0,S,6.6,2.0,1.0,1.0,0.0,49.0,1960.0,-37.8678,144.9966
2,u,820000.0,S,6.6,2.0,1.0,1.0,0.0,,,-37.8691,144.9974
2,u,474000.0,S,6.6,2.0,1.0,1.0,0.0,59.0,1970.0,-37.8667,144.9917
2,h,981000.0,S,6.6,2.0,1.0,0.0,159.0,84.0,1930.0,-37.874,144.9933
3,h,1690000.0,S,6.6,3.0,2.0,2.0,339.0,159.0,1890.0,-37.872,144.9909
2,u,540000.0,VB,6.6,2.0,1.0,1.0,483.0,51.0,1970.0,-37.8727,144.9969
3,h,1080000.0,S,6.6,3.0,1.0,1.0,157.0,,1928.0,-37.8696,144.9925
1,u,500000.0,SP,6.6,1.0,1.0,0.0,0.0,,,-37.87300000000001,144.9907
2,u,497500.0,PI,6.6,2.0,0.0,0.0,0.0,,,-37.8739,144.9929
2,h,2100000.0,S,9.7,2.0,1.0,1.0,659.0,123.0,1920.0,-37.8094,145.0807
4,h,1800000.0,VB,9.7,4.0,2.0,2.0,715.0,218.0,1985.0,-37.811,145.0958
2,t,1255000.0,S,9.7,2.0,1.0,1.0,208.0,129.0,2000.0,-37.8128,145.0975
3,u,1070000.0,SA,9.7,3.0,2.0,2.0,206.0,112.0,1998.0,-37.8161,145.0812
5,h,2570000.0,PI,9.7,5.0,3.0,2.0,715.0,420.0,2009.0,-37.8028,145.0768
4,h,2400000.0,VB,9.7,4.0,2.0,2.0,744.0,226.0,1985.0,-37.8147,145.0748
3,h,2200000.0,S,9.7,3.0,3.0,2.0,651.0,266.0,,-37.8085,145.0764
5,h,3250000.0,PI,9.7,5.0,5.0,2.0,651.0,410.0,,-37.8071,145.0908
2,u,806000.0,S,9.7,2.0,1.0,1.0,122.0,97.0,1977.0,-37.8124,145.0916
6,h,4000000.0,VB,9.7,6.0,4.0,7.0,2051.0,449.0,1935.0,-37.8051,145.1016
2,h,1215000.0,S,9.7,2.0,2.0,2.0,0.0,,,-37.8134,145.0972
5,h,2250000.0,PI,9.7,5.0,3.0,2.0,600.0,356.0,2006.0,-37.8061,145.0801
2,u,812000.0,S,9.7,2.0,1.0,1.0,206.0,,,-37.8092,145.0778
3,h,1140000.0,S,9.7,3.0,2.0,2.0,175.0,,1976.0,-37.8162,145.0771
3,h,2330000.0,S,9.7,3.0,2.0,1.0,853.0,,,-37.807,145.0635
5,h,2800000.0,VB,9.7,5.0,3.0,2.0,678.0,349.0,2001.0,-37.8048,145.0708
2,u,605000.0,S,9.7,2.0,1.0,1.0,0.0,,,-37.8152,145.0843
3,h,1255000.0,PI,9.7,3.0,2.0,2.0,308.0,,,-37.8056,145.0788
2,h,1850000.0,VB,9.7,3.0,1.0,1.0,1015.0,166.0,1930.0,-37.8074,145.0826
2,u,805000.0,S,9.7,3.0,1.0,1.0,209.0,,1975.0,-37.8125,145.0901
3,h,700000.0,VB,9.7,3.0,1.0,1.0,188.0,110.0,1970.0,-37.8065,145.065
4,h,2130000.0,PI,9.7,4.0,2.0,2.0,664.0,,,-37.8055,145.0699
2,h,500000.0,S,9.7,2.0,1.0,1.0,0.0,72.0,1960.0,-37.8162,145.0841
3,h,2125000.0,SP,9.7,3.0,2.0,2.0,699.0,252.0,1985.0,-37.814,145.0966
4,h,1800000.0,PI,9.7,3.0,2.0,2.0,577.0,200.0,1948.0,-37.8032,145.0693
2,u,635000.0,S,9.7,2.0,1.0,1.0,0.0,70.0,2014.0,-37.8116,145.0724
2,u,526000.0,S,9.7,2.0,1.0,1.0,0.0,73.0,1960.0,-37.8144,145.0993
1,h,390000.0,VB,9.7,1.0,1.0,1.0,740.0,,,-37.8125,145.0775
3,h,905000.0,S,9.7,3.0,1.0,2.0,281.0,150.0,1995.0,-37.8013,145.0652
4,h,1750000.0,PI,9.7,4.0,3.0,2.0,453.0,308.0,2016.0,-37.8044,145.1006
2,t,760000.0,S,9.7,2.0,1.0,1.0,121.0,100.0,1960.0,-37.8112,145.0881
4,h,3180000.0,S,9.7,4.0,3.0,4.0,1148.0,,,-37.8088,145.0991
3,t,1367000.0,S,9.7,3.0,2.0,2.0,219.0,164.0,2003.0,-37.8125,145.0849
5,h,3600000.0,SP,9.7,5.0,3.0,2.0,678.0,,,-37.8063,145.0705
5,h,2550000.0,S,9.7,5.0,3.0,2.0,642.0,,1930.0,-37.8096,145.0735
4,t,1400000.0,PI,9.7,4.0,3.0,2.0,241.0,240.0,2009.0,-37.8042,145.1042
4,h,3270000.0,S,9.7,4.0,2.0,4.0,935.0,241.0,1927.0,-37.8157,145.0795
2,u,625000.0,PI,9.7,2.0,1.0,1.0,115.0,104.0,1960.0,-37.8122,145.0879
2,t,700000.0,VB,9.7,2.0,1.0,1.0,104.0,,,-37.8061,145.0878
3,h,1860000.0,S,9.7,3.0,1.0,4.0,671.0,465.0,,-37.8117,145.0775
4,h,2730000.0,S,9.7,4.0,3.0,2.0,674.0,336.0,1997.0,-37.8068,145.0786
5,h,2020000.0,S,9.7,5.0,2.0,2.0,611.0,,,-37.8116,145.0789
2,u,460000.0,VB,9.7,2.0,1.0,1.0,0.0,79.0,1950.0,-37.8152,145.0839
4,h,2250000.0,SA,9.7,3.0,1.0,2.0,832.0,,,-37.8068,145.0827
2,u,1053000.0,S,9.7,2.0,1.0,2.0,231.0,98.0,1985.0,-37.8123,145.0821
3,h,1800000.0,VB,9.7,3.0,2.0,2.0,380.0,,1980.0,-37.8161,145.0772
3,t,1472000.0,S,9.7,3.0,2.0,2.0,306.0,170.0,1995.0,-37.8106,145.0848
3,h,2120000.0,S,9.7,3.0,1.0,2.0,651.0,,,-37.8036,145.0715
3,h,1910000.0,S,9.7,3.0,1.0,2.0,697.0,,,-37.8044,145.0853
2,u,754000.0,PI,9.7,2.0,1.0,1.0,87.0,88.0,1990.0,-37.8134,145.08100000000005
5,h,3000000.0,VB,9.7,5.0,5.0,2.0,671.0,,,-37.8025,145.0665
5,h,3400000.0,VB,9.7,5.0,6.0,4.0,739.0,502.0,,-37.8039,145.0714
4,h,2188000.0,S,9.7,4.0,2.0,2.0,752.0,253.0,1981.0,-37.8149,145.0747
2,u,755000.0,PI,9.7,2.0,1.0,1.0,213.0,92.0,1980.0,-37.8092,145.0789
4,h,2900000.0,VB,9.7,4.0,3.0,2.0,596.0,,,-37.815,145.076
4,h,3290000.0,S,9.7,4.0,3.0,2.0,1007.0,350.0,1910.0,-37.8135,145.0995
5,h,2665000.0,S,9.7,4.0,3.0,2.0,674.0,,,-37.8095,145.0782
4,h,1801000.0,S,9.7,4.0,2.0,2.0,583.0,,,-37.8027,145.0694
4,h,2410000.0,S,9.7,4.0,2.0,1.0,685.0,207.0,1940.0,-37.8056,145.071
2,u,650000.0,S,9.7,2.0,1.0,1.0,0.0,150.0,1960.0,-37.8147,145.084
